step,t,atom_id,mol_id,x,y,z,vx,vy,syy,xlo,xhi,ylo,yhi,zlo,zhi
1204,301.0,2591,52.0,-5.15346,-5.06396,-2.62739,1.43924,0.786931,11.7742,-13.021,13.021,-7.2,7.2,-4.54,4.54
1205,301.25,2591,52.0,-5.25513,-4.82386,-2.66991,-2.67989,0.693339,-42.627,-13.117,13.117,-7.173,7.173,-4.563,4.563
1206,301.5,2591,52.0,-5.54138,-4.68057,-2.86332,-3.13153,-0.00607578,41.531,-13.214,13.214,-7.146,7.146,-4.591,4.591
1207,301.75,2591,52.0,-5.7,-4.78489,-2.81436,0.139236,-1.67757,-19.072,-13.31,13.31,-7.119,7.119,-4.611,4.611
1208,302.0,2591,52.0,-5.60678,-4.70426,-2.85856,-2.34784,2.65073,-64.0497,-13.407,13.407,-7.092,7.092,-4.619,4.619
1209,302.25,2591,52.0,-5.91807,-4.73384,-2.51486,-1.86272,-1.69438,31.4564,-13.504,13.504,-7.064,7.064,-4.639,4.639
1210,302.5,2591,52.0,-6.2826,-4.36742,-2.82542,2.09701,-3.84719,59.2479,-13.601,13.601,-7.037,7.037,-4.644,4.644
1211,302.75,2591,52.0,-6.26453,-4.47407,-2.69847,-3.02807,4.54252,-64.6236,-13.699,13.699,-7.01,7.01,-4.624,4.624
1212,303.0,2591,52.0,-6.28556,-4.60194,-2.69084,-4.27025,-3.04127,-44.0886,-13.796,13.796,-6.982,6.982,-4.596,4.596
1213,303.25,2591,52.0,-6.08684,-4.75047,-2.60279,-4.31632,2.37955,16.7821,-13.894,13.894,-6.955,6.955,-4.577,4.577
1214,303.5,2591,52.0,-5.98393,-4.6179,-2.4834,2.12761,-0.565506,-7.68558,-13.991,13.991,-6.928,6.928,-4.559,4.559
1215,303.75,2591,52.0,-5.6971,-4.84421,-2.60541,0.247308,1.45694,-105.174,-14.089,14.089,-6.9,6.9,-4.54,4.54
1216,304.0,2591,52.0,-5.6147,-4.94374,-2.40474,2.2275,-3.13314,-0.795771,-14.187,14.187,-6.873,6.873,-4.54,4.54
1217,304.25,2591,52.0,-5.73408,-5.15562,-2.37001,0.929485,-2.9811,38.6215,-14.285,14.285,-6.846,6.846,-4.552,4.552
1218,304.5,2591,52.0,-5.69844,-5.25196,-2.46308,-5.12475,-0.237251,-33.6225,-14.383,14.383,-6.818,6.818,-4.566,4.566
1219,304.75,2591,52.0,-5.77599,-4.98303,-2.33675,0.0905232,4.18539,-14.5188,-14.482,14.482,-6.791,6.791,-4.581,4.581
1220,305.0,2150,43.0,-3.69715,-6.62686,-4.22224,-6.66819,0.572263,-38.0141,-14.58,14.58,-6.763,6.763,-4.587,4.587
1221,305.25,2150,43.0,-3.75472,-6.43831,-3.81027,-1.79084,-6.56657,52.5469,-14.679,14.679,-6.736,6.736,-4.597,4.597
1222,305.5,2150,43.0,-3.81577,-6.33686,-4.46475,2.48876,0.189483,65.5394,-14.778,14.778,-6.708,6.708,-4.609,4.609
1223,305.75,2150,43.0,-3.87515,-6.35403,-4.50954,6.66309,-0.916017,51.6126,-14.877,14.877,-6.681,6.681,-4.626,4.626
1224,306.0,213,5.0,-5.2691,-6.43724,-3.2963,-0.71544,-3.14582,58.4422,-14.976,14.976,-6.653,6.653,-4.637,4.637
1225,306.25,213,5.0,-5.34942,-6.4396,-3.19288,-0.774752,-2.26579,-5.26937,-15.076,15.076,-6.626,6.626,-4.639,4.639
1226,306.5,3684,74.0,-5.81278,-4.39184,-4.4598,-1.62397,-2.76973,-17.9968,-15.176,15.176,-6.599,6.599,-4.629,4.629
1227,306.75,3684,74.0,-5.88546,-4.71129,-4.37039,-2.64245,-0.504311,8.88119,-15.275,15.275,-6.571,6.571,-4.59,4.59
1228,307.0,3684,74.0,-5.75606,-4.92384,-3.84242,0.767419,1.34272,-40.6589,-15.375,15.375,-6.544,6.544,-4.536,4.536
1229,307.25,3684,74.0,-5.83906,-5.38845,-3.7645,-3.18198,2.98248,72.1604,-15.476,15.476,-6.516,6.516,-4.508,4.508
1230,307.5,3684,74.0,-5.80276,-5.13988,-3.82332,3.93563,1.12483,72.3071,-15.576,15.576,-6.489,6.489,-4.503,4.503
1231,307.75,3684,74.0,-5.89636,-5.28037,-3.94448,-0.68175,0.815899,-3.79825,-15.677,15.677,-6.462,6.462,-4.507,4.507
1232,308.0,3684,74.0,-5.84536,-4.9449,-3.67994,3.71844,-2.32199,84.2743,-15.778,15.778,-6.434,6.434,-4.511,4.511
1233,308.25,3684,74.0,-5.56125,-4.71585,-3.50778,-2.59217,-5.61191,3.20539,-15.879,15.879,-6.407,6.407,-4.521,4.521
1234,308.5,3684,74.0,-5.32248,-4.62166,-3.45673,-0.414103,-2.59099,-107.954,-15.98,15.98,-6.38,6.38,-4.542,4.542
1235,308.75,3684,74.0,-5.44603,-4.5565,-3.92532,-1.80014,-2.7361,24.0523,-16.082,16.082,-6.353,6.353,-4.565,4.565
1236,309.0,3684,74.0,-5.65638,-4.10181,-4.07068,5.67326,0.813433,-151.445,-16.183,16.183,-6.325,6.325,-4.59,4.59
1237,309.25,3684,74.0,-5.65763,-4.25657,-3.97135,-3.62083,3.35181,74.1837,-16.285,16.285,-6.298,6.298,-4.605,4.605
1238,309.5,3684,74.0,-5.62256,-4.07029,-3.9186,-1.46764,-1.14986,-10.9654,-16.388,16.388,-6.271,6.271,-4.611,4.611
1239,309.75,3684,74.0,-5.51796,-4.3346,-3.8752,2.37211,3.56037,-27.2433,-16.49,16.49,-6.244,6.244,-4.602,4.602
1240,310.0,3684,74.0,-5.41574,-4.44275,-4.12818,-0.408748,-0.993499,14.675,-16.593,16.593,-6.217,6.217,-4.589,4.589
1241,310.25,3684,74.0,-5.46822,-4.2884,-4.28482,-1.49045,1.74842,-6.47019,-16.696,16.696,-6.19,6.19,-4.58,4.58
1242,310.5,3684,74.0,-5.34334,-4.33623,-4.16664,5.07408,-2.62381,-2.00827,-16.799,16.799,-6.163,6.163,-4.576,4.576
1243,310.75,3684,74.0,-5.44423,-4.32828,-4.52723,3.35979,1.57443,5.2583,-16.902,16.902,-6.136,6.136,-4.576,4.576
1244,311.0,2015,41.0,-6.84835,-4.62892,-3.26197,2.124,-3.588,44.6566,-17.006,17.006,-6.109,6.109,-4.58,4.58
1245,311.25,2015,41.0,-7.13585,-4.36875,-3.19052,1.57258,-4.80233,-17.4609,-17.11,17.11,-6.082,6.082,-4.575,4.575
1246,311.5,820,17.0,-4.08832,-3.2171,-2.63411,1.32991,-0.491821,-18.7909,-17.214,17.214,-6.055,6.055,-4.556,4.556
1247,311.75,820,17.0,-4.00073,-3.26321,-2.56227,2.29652,-3.43176,-0.960758,-17.319,17.319,-6.029,6.029,-4.527,4.527
1248,312.0,2006,41.0,-7.74697,-3.37882,-4.38711,-3.63956,3.70804,4.59096,-17.424,17.424,-6.002,6.002,-4.503,4.503
1249,312.25,2006,41.0,-7.95455,-3.33202,-4.08639,0.317578,3.20923,-144.056,-17.529,17.529,-5.975,5.975,-4.5,4.5
1250,312.5,2006,41.0,-8.33558,-3.29902,-4.17329,1.52396,3.6153,33.8075,-17.634,17.634,-5.949,5.949,-4.528,4.528
1251,312.75,3688,74.0,-6.6523,-4.79766,-4.438,-2.49457,-5.12416,-3.56588,-17.74,17.74,-5.922,5.922,-4.575,4.575
1252,313.0,3688,74.0,-6.52801,-5.18786,-4.47681,-4.24147,-1.67118,69.3574,-17.846,17.846,-5.896,5.896,-4.593,4.593
1253,313.25,3688,74.0,-6.65797,-4.79868,-4.41354,-1.07211,-1.10255,-12.4573,-17.952,17.952,-5.87,5.87,-4.591,4.591
1254,313.5,3688,74.0,-6.62945,-4.88181,-4.58098,-0.0459584,-3.40858,29.6993,-18.059,18.059,-5.843,5.843,-4.581,4.581
1255,313.75,2586,52.0,-7.0381,-3.68611,-2.33652,-1.95852,-3.01188,-9.81049,-18.166,18.166,-5.817,5.817,-4.571,4.571
1256,314.0,3668,74.0,-1.2637,-4.9533,-4.41251,-0.354828,-1.41003,-20.5589,-18.273,18.273,-5.791,5.791,-4.561,4.561
1257,314.25,3668,74.0,-1.30158,-5.06431,-4.08885,2.64879,-0.676246,-59.6693,-18.38,18.38,-5.765,5.765,-4.552,4.552
1258,314.5,3668,74.0,-1.2054,-4.77047,-4.00579,0.947582,9.78208,14.2033,-18.488,18.488,-5.739,5.739,-4.541,4.541
1259,314.75,3668,74.0,-0.981727,-4.65504,-3.96361,2.75438,-3.68839,20.6541,-18.596,18.596,-5.713,5.713,-4.55,4.55
1260,315.0,3668,74.0,-0.988197,-4.87292,-4.1278,1.32343,2.78892,-13.6007,-18.705,18.705,-5.687,5.687,-4.545,4.545
1261,315.25,4283,86.0,-6.10367,-2.84598,-2.94002,-1.71333,0.240463,67.3475,-18.814,18.814,-5.661,5.661,-4.531,4.531
1262,315.5,3906,79.0,-5.67825,-5.12515,-4.47595,-2.76341,1.54555,-31.2372,-18.923,18.923,-5.635,5.635,-4.531,4.531
1263,315.75,3906,79.0,-5.62288,-5.34698,-4.18198,-1.63608,2.36812,-52.9652,-19.032,19.032,-5.609,5.609,-4.533,4.533
1264,316.0,3906,79.0,-5.48817,-5.06108,-3.77935,2.83686,2.92829,-51.9141,-19.142,19.142,-5.584,5.584,-4.529,4.529
1265,316.25,3906,79.0,-5.40411,-4.86266,-3.79863,-1.99171,-2.64718,-20.4685,-19.252,19.252,-5.558,5.558,-4.511,4.511
1266,316.5,3906,79.0,-5.31756,-5.02456,-3.54257,2.87904,0.305947,43.7317,-19.363,19.363,-5.533,5.533,-4.506,4.506
1267,316.75,3906,79.0,-5.35046,-4.91995,-3.69802,-2.00445,2.72353,-92.2177,-19.474,19.474,-5.507,5.507,-4.53,4.53
1268,317.0,3906,79.0,-5.30105,-4.91775,-4.28985,0.559744,-4.45744,-32.772,-19.585,19.585,-5.482,5.482,-4.564,4.564
1269,317.25,3906,79.0,-5.24866,-4.60651,-3.72831,2.5244,-2.81378,-75.5364,-19.697,19.697,-5.456,5.456,-4.598,4.598
1270,317.5,3906,79.0,-5.08472,-4.20298,-3.40016,-0.566152,-2.32103,8.40512,-19.809,19.809,-5.431,5.431,-4.613,4.613
1271,317.75,3906,79.0,-5.09833,-4.36261,-3.31721,-4.07165,2.90464,90.2081,-19.921,19.921,-5.406,5.406,-4.621,4.621
1272,318.0,3906,79.0,-5.52815,-4.61815,-3.14183,-3.47997,-0.752627,1.60235,-20.034,20.034,-5.381,5.381,-4.619,4.619
1273,318.25,3906,79.0,-5.69655,-4.55134,-3.13698,2.68724,-1.3099,32.0251,-20.147,20.147,-5.356,5.356,-4.603,4.603
1274,318.5,3906,79.0,-5.81183,-4.76382,-3.31197,-0.847856,1.79166,-78.458,-20.261,20.261,-5.331,5.331,-4.584,4.584
1275,318.75,3906,79.0,-5.90877,-4.25728,-3.36414,1.23326,1.31073,6.1832,-20.375,20.375,-5.306,5.306,-4.578,4.578
1276,319.0,3906,79.0,-5.96344,-4.30676,-3.38815,-4.58411,3.31905,-23.5969,-20.489,20.489,-5.282,5.282,-4.558,4.558
1277,319.25,3906,79.0,-5.82739,-3.9328,-3.30372,-0.460364,0.262771,37.1022,-20.604,20.604,-5.257,5.257,-4.56,4.56
1278,319.5,3906,79.0,-5.76562,-4.35264,-3.1791,5.22994,-0.466484,-64.2313,-20.719,20.719,-5.233,5.233,-4.556,4.556
1279,319.75,3906,79.0,-5.62587,-4.04747,-2.69173,4.77481,3.29559,-27.1945,-20.834,20.834,-5.208,5.208,-4.554,4.554
1280,320.0,3906,79.0,-5.62523,-3.97032,-2.44707,-6.31849,-4.20316,25.7939,-20.95,20.95,-5.184,5.184,-4.567,4.567
1281,320.25,3906,79.0,-5.65322,-4.10548,-2.57571,2.19165,3.35196,-51.5624,-21.067,21.067,-5.159,5.159,-4.581,4.581
1282,320.5,3906,79.0,-5.7521,-3.979,-2.68119,-4.32537,-1.32218,59.2466,-21.184,21.184,-5.135,5.135,-4.582,4.582
1283,320.75,3906,79.0,-5.81047,-4.02722,-3.00007,-0.116675,-1.15585,-53.0506,-21.301,21.301,-5.111,5.111,-4.572,4.572
1284,321.0,3906,79.0,-5.82284,-4.24769,-2.81871,-4.52498,0.316868,68.5452,-21.419,21.419,-5.087,5.087,-4.563,4.563
1285,321.25,3906,79.0,-5.6805,-4.55189,-2.97729,-4.00982,-2.41118,-27.1294,-21.537,21.537,-5.063,5.063,-4.562,4.562
1286,321.5,3906,79.0,-5.72375,-4.4078,-3.02102,3.35576,-7.89063,16.6375,-21.655,21.655,-5.039,5.039,-4.566,4.566
1287,321.75,3906,79.0,-5.71721,-4.3206,-3.19945,-2.65839,-0.154749,-52.3468,-21.774,21.774,-5.015,5.015,-4.551,4.551
1288,322.0,3906,79.0,-5.50506,-4.12985,-3.43682,-1.11431,0.641172,-1.99389,-21.894,21.894,-4.992,4.992,-4.509,4.509
1289,322.25,3906,79.0,-5.80971,-4.28636,-3.24737,-0.640694,-0.909335,-6.64703,-22.014,22.014,-4.968,4.968,-4.467,4.467
1290,322.5,3906,79.0,-5.69567,-4.73492,-3.19501,8.86927,-1.54796,17.8805,-22.134,22.134,-4.945,4.945,-4.464,4.464
1291,322.75,4281,86.0,-7.48395,-2.76691,-3.32061,1.43942,2.13826,-86.0042,-22.255,22.255,-4.921,4.921,-4.475,4.475
1292,323.0,4281,86.0,-7.33345,-2.61834,-3.3089,4.52505,-3.17819,5.93689,-22.376,22.376,-4.898,4.898,-4.499,4.499
1293,323.25,3092,62.0,-3.64544,-3.84754,-4.40886,-0.0496475,-0.467704,16.1386,-22.498,22.498,-4.874,4.874,-4.522,4.522
1294,323.5,3919,79.0,-2.0336,-4.73925,-3.29752,-1.56889,1.61961,72.528,-22.62,22.62,-4.851,4.851,-4.541,4.541
1295,323.75,3460,70.0,-2.19421,-4.80371,-4.3905,-0.439858,5.98727,-8.41758,-22.743,22.743,-4.828,4.828,-4.553,4.553
1296,324.0,3460,70.0,-2.23618,-4.79391,-4.38371,2.50341,-1.5859,54.6167,-22.866,22.866,-4.805,4.805,-4.552,4.552
1297,324.25,2593,52.0,-7.07014,-2.38846,-3.0125,-6.29333,2.49223,-6.87401,-22.989,22.989,-4.782,4.782,-4.534,4.534
1298,324.5,2576,52.0,-9.9186,-2.54814,-3.84067,-2.45259,-3.81317,-49.5645,-23.114,23.114,-4.759,4.759,-4.525,4.525
1299,324.75,2591,52.0,-7.99401,-2.57175,-2.80229,1.2979,3.50434,-36.4185,-23.238,23.238,-4.737,4.737,-4.504,4.504
1300,325.0,2591,52.0,-8.074,-2.45103,-3.0641,-7.85131,4.12027,41.011,-23.363,23.363,-4.714,4.714,-4.502,4.502
1301,325.25,3666,74.0,-1.18553,-3.54823,-3.10855,1.58142,1.58682,3.74228,-23.489,23.489,-4.691,4.691,-4.505,4.505
1302,325.5,4290,86.0,-5.54879,-2.7935,-2.57586,-0.323929,0.289902,-69.1256,-23.615,23.615,-4.669,4.669,-4.525,4.525
1303,325.75,4290,86.0,-5.40738,-2.38058,-2.65405,1.39935,-1.33352,25.3599,-23.742,23.742,-4.647,4.647,-4.544,4.544
1304,326.0,4300,86.0,-2.54203,-3.49102,-2.28976,2.14636,3.62855,-16.3739,-23.869,23.869,-4.624,4.624,-4.556,4.556
1305,326.25,2592,52.0,-7.47706,-2.70689,-2.54496,0.548819,-6.77106,14.5032,-23.997,23.997,-4.602,4.602,-4.565,4.565
1306,326.5,2592,52.0,-7.41587,-2.88702,-2.62682,0.354,1.97222,-13.4072,-24.125,24.125,-4.58,4.58,-4.553,4.553
1307,326.75,2592,52.0,-7.33152,-2.89674,-2.75802,-2.24477,-3.9879,59.7136,-24.254,24.254,-4.558,4.558,-4.542,4.542
1308,327.0,2592,52.0,-7.33678,-2.80814,-2.47817,-0.3561,-3.51818,2.01908,-24.383,24.383,-4.536,4.536,-4.525,4.525
1309,327.25,2592,52.0,-7.60534,-2.66322,-2.38008,3.40736,-5.39637,52.6205,-24.513,24.513,-4.514,4.514,-4.506,4.506
1310,327.5,2592,52.0,-7.80065,-2.39995,-2.89361,-1.02647,0.687133,-4.99109,-24.643,24.643,-4.493,4.493,-4.519,4.519
1311,327.75,2592,52.0,-7.78889,-2.32491,-2.90972,-1.49076,2.07384,9.59225,-24.774,24.774,-4.471,4.471,-4.534,4.534
1312,328.0,2592,52.0,-7.85577,-2.64385,-3.4217,1.17825,0.405623,-43.2376,-24.905,24.905,-4.449,4.449,-4.543,4.543
1313,328.25,2592,52.0,-7.9046,-2.92552,-3.38156,1.11265,4.0928,-61.4058,-25.037,25.037,-4.428,4.428,-4.544,4.544
1314,328.5,2592,52.0,-8.01085,-2.74544,-3.45867,-0.0297197,4.366,-19.4606,-25.17,25.17,-4.406,4.406,-4.543,4.543
1315,328.75,2592,52.0,-8.30926,-2.81794,-3.81816,4.50123,2.57947,20.8537,-25.303,25.303,-4.385,4.385,-4.544,4.544
1316,329.0,2592,52.0,-8.21353,-2.82948,-3.52584,-0.0888186,-5.64581,148.921,-25.437,25.437,-4.364,4.364,-4.563,4.563
1317,329.25,2592,52.0,-8.06834,-2.78741,-3.6618,-1.57768,0.826284,-14.3958,-25.571,25.571,-4.343,4.343,-4.578,4.578
1318,329.5,2592,52.0,-8.43511,-2.96519,-3.78885,-3.00466,2.72389,29.9267,-25.706,25.706,-4.322,4.322,-4.572,4.572
1319,329.75,2592,52.0,-8.70419,-2.36573,-3.72946,6.18322,1.81737,56.0939,-25.841,25.841,-4.301,4.301,-4.551,4.551
1320,330.0,3672,74.0,-4.11704,-2.54377,-3.50945,4.18262,0.0300617,6.02533,-25.977,25.977,-4.28,4.28,-4.537,4.537
1321,330.25,3672,74.0,-3.97685,-2.54963,-3.56371,-1.25958,-1.68761,17.8736,-26.114,26.114,-4.259,4.259,-4.521,4.521
1322,330.5,3672,74.0,-3.96569,-2.54493,-3.63859,1.22196,-1.90275,-6.96083,-26.251,26.251,-4.239,4.239,-4.512,4.512
1323,330.75,3672,74.0,-4.00632,-2.19277,-3.4859,-3.43266,1.77152,-2.77399,-26.389,26.389,-4.218,4.218,-4.506,4.506
1324,331.0,2298,46.0,-5.84199,-4.09837,-4.45655,3.16908,5.71634,-25.6603,-26.527,26.527,-4.197,4.197,-4.506,4.506
1325,331.25,3667,74.0,-2.64065,-2.68049,-3.97665,2.63237,-1.89707,-47.7129,-26.666,26.666,-4.177,4.177,-4.514,4.514
1326,331.5,3667,74.0,-2.92315,-2.89345,-4.1763,0.535952,-2.09614,7.71489,-26.806,26.806,-4.157,4.157,-4.531,4.531
1327,331.75,3667,74.0,-2.54009,-2.89186,-3.87168,1.70601,1.21298,1.83557,-26.946,26.946,-4.137,4.137,-4.562,4.562
1328,332.0,3667,74.0,-2.52822,-2.72018,-3.70718,-1.85762,1.43247,12.8623,-27.087,27.087,-4.116,4.116,-4.585,4.585
1329,332.25,2582,52.0,-11.035,-2.22209,-3.27674,-5.75646,0.807509,0.575918,-27.228,27.228,-4.096,4.096,-4.595,4.595
1330,332.5,2150,43.0,1.03604,-3.96906,-3.26671,-2.0342,-2.11323,-10.0083,-27.37,27.37,-4.076,4.076,-4.605,4.605
1331,332.75,3663,74.0,-2.05751,-2.62967,-4.34572,-2.29918,7.22108,57.5787,-27.513,27.513,-4.056,4.056,-4.618,4.618
1332,333.0,2289,46.0,-3.08056,-3.87297,-3.27819,8.32525,-4.27637,-34.7036,-27.656,27.656,-4.037,4.037,-4.624,4.624
1333,333.25,2014,41.0,-7.68766,-3.74001,-3.20588,4.9799,-2.10889,-5.27273,-27.8,27.8,-4.017,4.017,-4.619,4.619
1334,333.5,2014,41.0,-7.78104,-3.46757,-2.81434,0.772024,3.01696,0.673617,-27.945,27.945,-3.997,3.997,-4.613,4.613
1335,333.75,2014,41.0,-7.81979,-3.35291,-2.51407,-6.80638,-3.62483,-15.1785,-28.09,28.09,-3.978,3.978,-4.607,4.607
1336,334.0,3929,79.0,-1.33075,-3.86111,-4.49387,-5.34331,-0.910599,-45.4137,-28.236,28.236,-3.958,3.958,-4.61,4.61
1337,334.25,2587,52.0,-10.6174,-2.1509,-2.47222,0.493948,-0.610151,-25.7038,-28.383,28.383,-3.939,3.939,-4.618,4.618
1338,334.5,2587,52.0,-10.6016,-2.02745,-2.38261,2.92707,-1.17883,-5.29857,-28.53,28.53,-3.92,3.92,-4.614,4.614
1339,334.75,2289,46.0,-2.92629,-3.77467,-3.59191,1.85392,-2.84036,23.3134,-28.678,28.678,-3.901,3.901,-4.622,4.622
1340,335.0,2030,41.0,-4.16907,-3.74134,-2.3989,-3.58136,5.1437,13.7152,-28.826,28.826,-3.882,3.882,-4.625,4.625
1341,335.25,2018,41.0,-6.93486,-2.20352,-2.4091,3.2642,-2.39047,-42.5074,-28.976,28.976,-3.863,3.863,-4.6,4.6
1342,335.5,2018,41.0,-6.97925,-2.31968,-2.50832,1.6943,-1.4577,9.74682,-29.126,29.126,-3.844,3.844,-4.557,4.557
1343,335.75,2018,41.0,-7.20876,-2.40599,-2.69859,-2.4503,-4.8178,91.4821,-29.276,29.276,-3.825,3.825,-4.531,4.531
1344,336.0,2018,41.0,-7.07993,-2.63514,-2.55265,5.19139,0.366408,47.2445,-29.428,29.428,-3.806,3.806,-4.536,4.536
1345,336.25,2018,41.0,-7.28257,-2.97268,-2.26128,-5.99327,-4.04904,56.2072,-29.58,29.58,-3.787,3.787,-4.565,4.565
1346,336.5,1497,30.0,0.286283,-3.59849,-3.14765,2.23864,1.55898,21.0722,-29.732,29.732,-3.769,3.769,-4.605,4.605
1347,336.75,1497,30.0,0.362116,-3.48963,-2.71535,-1.46993,2.20418,-17.9498,-29.886,29.886,-3.75,3.75,-4.627,4.627
1348,337.0,3503,71.0,-7.21223,-7.70801,-2.81879,0.917042,3.80307,41.2405,-8.427,8.427,-8.358,8.358,-4.64,4.64
1349,337.25,3503,71.0,-6.75324,-7.50573,-3.12105,3.95748,4.21822,12.196,-8.521,8.521,-8.339,8.339,-4.644,4.644
1350,337.5,3503,71.0,-6.67052,-7.52272,-2.91459,2.69733,1.86709,-35.8186,-8.615,8.615,-8.32,8.32,-4.636,4.636
1351,337.75,3503,71.0,-6.70436,-7.62452,-2.7688,0.0738414,0.665657,-64.399,-8.708,8.708,-8.301,8.301,-4.613,4.613
1352,338.0,3503,71.0,-6.92084,-7.62128,-2.79427,3.11317,-1.64476,-68.3115,-8.802,8.802,-8.281,8.281,-4.603,4.603
1353,338.25,3503,71.0,-7.53238,-7.17414,-2.84258,-1.00619,1.82128,-27.9215,-8.896,8.896,-8.261,8.261,-4.59,4.59
1354,338.5,3503,71.0,-7.42102,-7.15647,-3.16906,5.48954,6.56366,-136.385,-8.99,8.99,-8.24,8.24,-4.57,4.57
1355,338.75,3503,71.0,-7.43849,-7.05917,-3.29531,-2.0821,-2.86709,-88.1498,-9.083,9.083,-8.219,8.219,-4.561,4.561
1356,339.0,3503,71.0,-7.63085,-7.27354,-3.25505,-3.07727,-3.14464,-0.0804577,-9.177,9.177,-8.199,8.199,-4.555,4.555
1357,339.25,3503,71.0,-7.37195,-7.69383,-3.40109,0.126579,-2.03472,-63.1516,-9.271,9.271,-8.177,8.177,-4.544,4.544
1358,339.5,3503,71.0,-7.17084,-7.80615,-3.14684,3.55299,-2.4373,25.382,-9.365,9.365,-8.156,8.156,-4.533,4.533
1359,339.75,3503,71.0,-7.30085,-7.5902,-3.47628,2.11627,-3.30243,6.48503,-9.459,9.459,-8.134,8.134,-4.511,4.511
1360,340.0,3503,71.0,-7.62182,-7.41302,-3.82273,-5.17666,-3.32939,13.7206,-9.553,9.553,-8.112,8.112,-4.488,4.488
1361,340.25,3503,71.0,-7.59868,-8.00351,-3.93601,-0.663368,4.32099,27.5679,-9.647,9.647,-8.09,8.09,-4.472,4.472
1362,340.5,2670,54.0,-7.54447,-8.01232,-2.48307,6.42795,3.19867,-38.8542,-9.742,9.742,-8.068,8.068,-4.468,4.468
1363,340.75,2670,54.0,-7.69522,-7.80769,-2.48671,-3.52845,-3.14277,-6.48264,-9.836,9.836,-8.045,8.045,-4.488,4.488
1364,341.0,142,3.0,-8.02484,-4.04199,-3.5877,-3.45327,4.47742,-17.1166,-9.93,9.93,-8.023,8.023,-4.51,4.51
1365,341.25,3502,71.0,-7.33486,-7.2936,-3.78848,3.13697,5.00512,70.6085,-10.024,10.024,-8.0,8.0,-4.534,4.534
1366,341.5,3502,71.0,-7.54317,-7.11841,-3.61526,2.60562,1.66204,118.03,-10.118,10.118,-7.977,7.977,-4.551,4.551
1367,341.75,4401,89.0,-3.74438,-7.94543,-3.37553,1.63139,-2.27384,24.9597,-10.213,10.213,-7.953,7.953,-4.56,4.56
1368,342.0,2530,51.0,-7.6878,-5.27848,-2.74852,-1.74019,1.20094,-40.8369,-10.307,10.307,-7.93,7.93,-4.555,4.555
1369,342.25,2530,51.0,-7.52528,-5.35616,-2.62491,0.597599,-2.45288,-43.5877,-10.402,10.402,-7.906,7.906,-4.551,4.551
1370,342.5,2530,51.0,-7.6087,-5.68941,-2.41007,-6.40177,-0.20002,3.49304,-10.496,10.496,-7.882,7.882,-4.553,4.553
1371,342.75,4673,94.0,-3.55994,-5.93456,-4.29563,0.932407,3.0374,-27.4959,-10.59,10.59,-7.858,7.858,-4.559,4.559
1372,343.0,4673,94.0,-3.50444,-5.79235,-4.13172,3.96716,-0.960832,-35.4702,-10.685,10.685,-7.834,7.834,-4.549,4.549
1373,343.25,4664,94.0,-5.35006,-4.30832,-4.44626,6.10354,4.63211,18.4729,-10.78,10.78,-7.809,7.809,-4.536,4.536
1374,343.5,4664,94.0,-5.04724,-4.32021,-4.39184,-0.45761,0.091093,-3.4081,-10.874,10.874,-7.785,7.785,-4.517,4.517
1375,343.75,4664,94.0,-4.91909,-4.72146,-4.35373,0.751062,1.26605,-97.9157,-10.969,10.969,-7.76,7.76,-4.498,4.498
1376,344.0,3799,76.0,-3.29014,-5.14141,-3.47572,4.44598,-3.21126,28.2369,-11.064,11.064,-7.735,7.735,-4.489,4.489
1377,344.25,3799,76.0,-3.03085,-5.65189,-3.62597,2.0044,-0.148853,-12.9811,-11.159,11.159,-7.71,7.71,-4.476,4.476
1378,344.5,3799,76.0,-3.10736,-5.50957,-3.66065,-8.38354,1.1268,-22.7838,-11.253,11.253,-7.685,7.685,-4.464,4.464
1379,344.75,2538,51.0,-5.51978,-6.6951,-2.40204,-2.8496,-1.36567,-21.8931,-11.348,11.348,-7.66,7.66,-4.461,4.461
1380,345.0,2538,51.0,-5.70727,-6.34902,-2.45193,-2.19108,1.3194,-23.1032,-11.443,11.443,-7.634,7.634,-4.473,4.473
1381,345.25,2538,51.0,-5.70642,-6.52287,-2.36071,-2.90373,0.299624,-46.2441,-11.538,11.538,-7.609,7.609,-4.502,4.502
1382,345.5,2667,54.0,-4.61319,-7.52673,-2.60399,3.52685,0.32806,53.69,-11.634,11.634,-7.583,7.583,-4.53,4.53
1383,345.75,4660,94.0,-4.87984,-4.8027,-4.5032,-1.04117,1.14301,-12.8425,-11.729,11.729,-7.557,7.557,-4.556,4.556
1384,346.0,2537,51.0,-5.59652,-6.23232,-2.38608,0.138227,-1.05641,-76.0096,-11.824,11.824,-7.531,7.531,-4.591,4.591
1385,346.25,2675,54.0,-6.97302,-6.83735,-2.57183,-1.80079,5.61764,14.4019,-11.919,11.919,-7.505,7.505,-4.596,4.596
1386,346.5,2196,44.0,-5.07243,-4.06357,-2.65422,-1.87107,-1.24092,11.1415,-12.015,12.015,-7.479,7.479,-4.582,4.582
1387,346.75,2196,44.0,-4.90835,-3.98382,-2.69089,-0.481676,6.38591,-17.0526,-12.11,12.11,-7.453,7.453,-4.572,4.572
